"accident_id";"city";"state";"latitude";"longitude";"date";"time";"hour";"day_of_week";"is_weekend";"road_type";"lanes";"traffic_signal";"weather";"visibility";"temperature";"traffic_density";"cause";"accident_severity";"vehicles_involved";"casualties";"is_peak_hour";"festival";"risk_score"
691;"Delhi";"Delhi";28.624052;76.83438;"2023-09-11";"07:00:00";7;"Monday";0;"rural";3;"0";"fog";"low";35.0;"low";"poor road";"minor";1;0;0;"No Festival";0.45
692;"Hyderabad";"Telangana";17.419559;78.596814;"2022-03-09";"19:00:00";19;"Wednesday";0;"rural";3;"0";"rain";"medium";38.0;"high";"distraction";"minor";5;2;1;"No Festival";0.6
693;"Kolkata";"West Bengal";22.511567;88.420675;"2023-04-03";"07:00:00";7;"Monday";0;"urban";3;"1";"fog";"low";29.0;"medium";"weather";"fatal";5;5;0;"No Festival";0.65
694;"Hyderabad";"Telangana";17.38426;78.38528;"2024-03-18";"04:00:00";4;"Monday";0;"rural";2;"1";"fog";"low";22.0;"medium";"poor road";"minor";3;1;0;"No Festival";0.45
695;"Bangalore";"Karnataka";12.968574;77.645802;"2023-01-16";"18:00:00";18;"Monday";0;"urban";3;"0";"rain";"medium";38.0;"low";"overspeeding";"major";5;4;1;"No Festival";0.4
696;"Mumbai";"Maharashtra";19.020915;72.746708;"2022-07-17";"10:00:00";10;"Sunday";1;"rural";2;"0";"clear";"high";33.0;"medium";"overspeeding";"major";5;1;1;"No Festival";0.25
697;"Hyderabad";"Telangana";17.472554;78.423214;"2024-02-19";"16:00:00";16;"Monday";0;"rural";2;"1";"clear";"high";21.0;"low";"weather";"fatal";3;3;0;"No Festival";0.3
698;"Pune";"Maharashtra";18.603833;73.969932;"2024-05-04";"15:00:00";15;"Saturday";1;"rural";5;"0";"fog";"low";37.0;"medium";"drunk driving";"major";1;1;0;"No Festival";0.45
699;"Kolkata";"West Bengal";22.57938;88.349677;"2024-06-24";"15:00:00";15;"Monday";0;"rural";2;"0";"rain";"low";29.0;"low";"overspeeding";"minor";5;1;0;"No Festival";0.45
700;"Chandigarh";"Punjab";30.634285;76.746653;"2023-05-06";"04:00:00";4;"Saturday";1;"urban";5;"0";"rain";"low";27.0;"medium";"poor road";"minor";4;4;0;"No Festival";0.45
701;"Bangalore";"Karnataka";13.069173;77.427836;"2022-04-15";"20:00:00";20;"Friday";0;"rural";4;"0";"clear";"high";19.0;"medium";"poor road";"fatal";1;1;0;"No Festival";0.3
702;"Pune";"Maharashtra";18.636929;73.844731;"2024-07-23";"02:00:00";2;"Tuesday";0;"highway";2;"0";"rain";"medium";32.0;"low";"overspeeding";"minor";1;0;0;"No Festival";0.25
703;"Delhi";"Delhi";28.885271;77.004314;"2024-05-10";"10:00:00";10;"Friday";0;"rural";2;"1";"rain";"low";27.0;"high";"poor road";"fatal";4;4;1;"No Festival";1.0
704;"Pune";"Maharashtra";18.572114;73.906677;"2024-12-19";"16:00:00";16;"Thursday";0;"highway";4;"0";"rain";"medium";21.0;"medium";"distraction";"major";3;2;0;"No Festival";0.25
705;"Chandigarh";"Punjab";30.621787;76.801675;"2023-09-19";"07:00:00";7;"Tuesday";0;"highway";4;"1";"fog";"low";32.0;"medium";"distraction";"minor";2;0;0;"No Festival";0.45
706;"Hyderabad";"Telangana";17.507989;78.437451;"2024-04-26";"15:00:00";15;"Friday";0;"highway";2;"1";"rain";"medium";28.0;"medium";"weather";"major";4;2;0;"No Festival";0.25
707;"Chandigarh";"Punjab";30.649459;76.83009;"2024-01-30";"02:00:00";2;"Tuesday";0;"rural";1;"1";"rain";"low";23.0;"low";"overspeeding";"fatal";4;4;0;"No Festival";0.65
708;"Chandigarh";"Punjab";30.78067;76.732065;"2024-09-18";"12:00:00";12;"Wednesday";0;"rural";1;"0";"fog";"low";36.0;"high";"weather";"major";5;4;0;"No Festival";0.65
709;"Bangalore";"Karnataka";13.085083;77.477491;"2023-12-28";"07:00:00";7;"Thursday";0;"highway";6;"0";"fog";"low";34.0;"high";"drunk driving";"minor";4;0;0;"No Festival";0.65
710;"Pune";"Maharashtra";18.5347;73.814123;"2022-09-06";"13:00:00";13;"Tuesday";0;"rural";6;"0";"fog";"low";40.0;"medium";"drunk driving";"fatal";3;3;0;"No Festival";0.65
711;"Bangalore";"Karnataka";12.960497;77.428281;"2024-10-10";"04:00:00";4;"Thursday";0;"urban";3;"0";"clear";"high";22.0;"low";"overspeeding";"major";4;3;0;"No Festival";0.1
712;"Bangalore";"Karnataka";13.092876;77.438094;"2023-07-31";"13:00:00";13;"Monday";0;"rural";5;"1";"clear";"high";32.0;"low";"drunk driving";"fatal";4;4;0;"No Festival";0.3
713;"Pune";"Maharashtra";18.470503;73.788641;"2022-04-11";"11:00:00";11;"Monday";0;"highway";3;"0";"clear";"high";18.0;"medium";"distraction";"major";3;3;0;"No Festival";0.1
714;"Hyderabad";"Telangana";17.380219;78.398458;"2023-12-30";"23:00:00";23;"Saturday";1;"rural";1;"0";"clear";"high";29.0;"medium";"overspeeding";"minor";2;0;0;"No Festival";0.1
715;"Kolkata";"West Bengal";22.470777;88.377662;"2024-05-19";"20:00:00";20;"Sunday";1;"rural";4;"0";"clear";"high";38.0;"low";"weather";"minor";2;2;0;"No Festival";0.1
716;"Bangalore";"Karnataka";12.856506;77.413713;"2023-05-24";"03:00:00";3;"Wednesday";0;"rural";5;"1";"rain";"low";21.0;"low";"poor road";"minor";4;2;0;"No Festival";0.45
717;"Mumbai";"Maharashtra";18.974481;72.992122;"2022-04-18";"16:00:00";16;"Monday";0;"urban";5;"1";"clear";"high";30.0;"low";"drunk driving";"minor";5;0;0;"No Festival";0.1
718;"Chandigarh";"Punjab";30.768335;76.718652;"2023-02-28";"17:00:00";17;"Tuesday";0;"urban";5;"1";"clear";"high";21.0;"high";"drunk driving";"minor";3;1;1;"No Festival";0.45
719;"Mumbai";"Maharashtra";19.249045;72.822909;"2022-11-09";"06:00:00";6;"Wednesday";0;"urban";2;"1";"fog";"low";26.0;"medium";"overspeeding";"major";4;1;0;"No Festival";0.45
